id,domain,input_format,chart_type,question_type,difficulty,answer_type,question,answer,numeric_answer,unit,split,chart_path
trdab_v02_000267,tourism,table_and_chart,line,percentage_change,medium,numeric,"2017 ile 2018 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2017 ile 2018 arasında ziyaretçi sayısı yaklaşık %3,4 azalmıştır.",-3.4,percent,validation,charts/synthetic_v02/chart_034_line.png
trdab_v02_000268,tourism,table_only,line,cross_series_diff,medium,numeric,2018 yılında ziyaretçi sayısı ile konaklama sayısı arasındaki fark kaçtır?,2018 yılında ziyaretçi sayısı ile konaklama sayısı arasındaki fark 968.873 kişi olarak hesaplanır (konaklama sayısı daha yüksektir).,968873.0,kişi,validation,charts/synthetic_v02/chart_034_line.png
trdab_v02_000269,tourism,chart_only,line,average,hard,numeric,Tüm yıllar boyunca ziyaretçi sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca ziyaretçi sayısı ortalaması yaklaşık 794.433,5 kişi olarak hesaplanır.",794433.5,kişi,validation,charts/synthetic_v02/chart_034_line.png
trdab_v02_000270,tourism,table_and_chart,line,nth_highest,hard,numeric_with_label,ziyaretçi sayısı açısından en yüksek 3. değer kaçtır?,ziyaretçi sayısı açısından en yüksek 3. değer 812.466 kişi olup 2019 yılında görülmüştür.,812466.0,kişi,validation,charts/synthetic_v02/chart_034_line.png
trdab_v02_000271,tourism,table_only,line,trend_summary,medium,text,"Verilen veriye göre konaklama sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","konaklama sayısı genel olarak azalış eğilimi göstermektedir. 2017 yılında 1.944.278 gece olan değer, 2022 yılında 1.518.069 gece olmuştur.",,gece,validation,charts/synthetic_v02/chart_034_line.png
trdab_v02_000272,tourism,chart_only,line,unanswerable,hard,abstention,2017 yılında ortalama harcama kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü ortalama harcama verilen tabloda/grafikte bulunmamaktadır.,,gece,validation,charts/synthetic_v02/chart_034_line.png
trdab_v02_000273,energy,table_and_chart,bar,value_lookup,easy,numeric,2023 yılında doğal gaz tüketimi kaçtır?,2023 yılında doğal gaz tüketimi 339.875 m3 olarak verilmiştir.,339875.0,m3,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000274,energy,table_only,bar,comparison,medium,numeric,"2019 yılındaki elektrik tüketimi, 2024 yılına göre kaç MWh farklıdır?","2019 yılındaki elektrik tüketimi, 2024 yılına göre 8.658 MWh fazladır.",8658.0,MWh,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000275,energy,chart_only,bar,percentage_change,medium,numeric,"2022 ile 2024 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",2022 ile 2024 arasında elektrik tüketimi yaklaşık %2 artmıştır.,2.0,percent,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000276,energy,table_and_chart,bar,cross_series_diff,medium,numeric,2023 yılında elektrik tüketimi ile doğal gaz tüketimi arasındaki fark kaçtır?,2023 yılında elektrik tüketimi ile doğal gaz tüketimi arasındaki fark 240.261 MWh olarak hesaplanır (doğal gaz tüketimi daha yüksektir).,240261.0,MWh,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000277,energy,table_only,bar,average,hard,numeric,Tüm yıllar boyunca doğal gaz tüketimi ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca doğal gaz tüketimi ortalaması yaklaşık 323.838,7 m3 olarak hesaplanır.",323838.7,m3,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000278,energy,chart_only,bar,nth_highest,hard,numeric_with_label,doğal gaz tüketimi açısından en yüksek 2. değer kaçtır?,doğal gaz tüketimi açısından en yüksek 2. değer 339.875 m3 olup 2023 yılında görülmüştür.,339875.0,m3,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000279,energy,table_and_chart,bar,trend_summary,medium,text,"Verilen veriye göre doğal gaz tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","doğal gaz tüketimi genel olarak azalış eğilimi göstermektedir. 2019 yılında 330.702 m3 olan değer, 2024 yılında 313.144 m3 olmuştur.",,m3,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000280,energy,table_only,bar,unanswerable,hard,abstention,2019 yılında yenilenebilir üretim kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü yenilenebilir üretim verilen tabloda/grafikte bulunmamaktadır.,,m3,validation,charts/synthetic_v02/chart_035_bar.png
trdab_v02_000281,health,chart_only,line,value_lookup,easy,numeric,2023 yılında hastane başvuru sayısı kaçtır?,2023 yılında hastane başvuru sayısı 341.870 başvuru olarak verilmiştir.,341870.0,başvuru,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000282,health,table_and_chart,line,comparison,medium,numeric,"2021 yılındaki hastane başvuru sayısı, 2022 yılına göre kaç başvuru farklıdır?","2021 yılındaki hastane başvuru sayısı, 2022 yılına göre 13.435 başvuru fazladır.",13435.0,başvuru,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000283,health,table_only,line,percentage_change,medium,numeric,"2019 ile 2021 arasında ameliyat sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2021 arasında ameliyat sayısı yaklaşık %7,9 azalmıştır.",-7.9,percent,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000284,health,chart_only,line,cross_series_diff,medium,numeric,2023 yılında hastane başvuru sayısı ile ameliyat sayısı arasındaki fark kaçtır?,2023 yılında hastane başvuru sayısı ile ameliyat sayısı arasındaki fark 315.337 başvuru olarak hesaplanır (hastane başvuru sayısı daha yüksektir).,315337.0,başvuru,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000285,health,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca ameliyat sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca ameliyat sayısı ortalaması yaklaşık 28.696,7 ameliyat olarak hesaplanır.",28696.7,ameliyat,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000286,health,table_only,line,nth_highest,hard,numeric_with_label,ameliyat sayısı açısından en yüksek 2. değer kaçtır?,ameliyat sayısı açısından en yüksek 2. değer 30.722 ameliyat olup 2020 yılında görülmüştür.,30722.0,ameliyat,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000287,health,chart_only,line,trend_summary,medium,text,"Verilen veriye göre ameliyat sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","ameliyat sayısı genel olarak azalış eğilimi göstermektedir. 2019 yılında 31.987 ameliyat olan değer, 2024 yılında 25.378 ameliyat olmuştur.",,ameliyat,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000288,health,table_and_chart,line,unanswerable,hard,abstention,2031 yılında hastane başvuru sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2031 yılı verilen veride bulunmamaktadır.,,başvuru,validation,charts/synthetic_v02/chart_036_line.png
trdab_v02_000289,environment,table_only,bar,value_lookup,easy,numeric,2019 yılında toplam atık miktarı kaçtır?,2019 yılında toplam atık miktarı 44.797 ton olarak verilmiştir.,44797.0,ton,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000290,environment,chart_only,bar,comparison,medium,numeric,"2020 yılındaki geri dönüştürülen atık miktarı, 2018 yılına göre kaç ton farklıdır?","2020 yılındaki geri dönüştürülen atık miktarı, 2018 yılına göre 1.188 ton fazladır.",1188.0,ton,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000291,environment,table_and_chart,bar,percentage_change,medium,numeric,"2019 ile 2020 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında geri dönüştürülen atık miktarı yaklaşık %6,7 artmıştır.",6.7,percent,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000292,environment,table_only,bar,cross_series_diff,medium,numeric,2019 yılında geri dönüştürülen atık miktarı ile toplam atık miktarı arasındaki fark kaçtır?,2019 yılında geri dönüştürülen atık miktarı ile toplam atık miktarı arasındaki fark 35.731 ton olarak hesaplanır (toplam atık miktarı daha yüksektir).,35731.0,ton,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000293,environment,chart_only,bar,average,hard,numeric,Tüm yıllar boyunca toplam atık miktarı ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca toplam atık miktarı ortalaması yaklaşık 45.832 ton olarak hesaplanır.,45832.0,ton,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000294,environment,table_and_chart,bar,nth_highest,hard,numeric_with_label,toplam atık miktarı açısından en yüksek 3. değer kaçtır?,toplam atık miktarı açısından en yüksek 3. değer 47.285 ton olup 2020 yılında görülmüştür.,47285.0,ton,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000295,environment,table_only,bar,trend_summary,medium,text,"Verilen veriye göre toplam atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","toplam atık miktarı genel olarak artış eğilimi göstermektedir. 2017 yılında 40.432 ton olan değer, 2022 yılında 50.623 ton olmuştur.",,ton,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000296,environment,chart_only,bar,unanswerable,hard,abstention,2027 yılında toplam atık miktarı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2027 yılı verilen veride bulunmamaktadır.,,ton,test,charts/synthetic_v02/chart_037_bar.png
trdab_v02_000297,sports,table_and_chart,bar,value_lookup,easy,numeric,2022 yılında lisanslı sporcu sayısı kaçtır?,2022 yılında lisanslı sporcu sayısı 15.041 sporcu olarak verilmiştir.,15041.0,sporcu,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000298,sports,table_only,bar,comparison,medium,numeric,"2022 yılındaki lisanslı sporcu sayısı, 2021 yılına göre kaç sporcu farklıdır?","2022 yılındaki lisanslı sporcu sayısı, 2021 yılına göre 877 sporcu fazladır.",877.0,sporcu,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000299,sports,chart_only,bar,percentage_change,medium,numeric,"2018 ile 2019 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2019 arasında spor tesisi kullanım sayısı yaklaşık %2,7 artmıştır.",2.7,percent,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000300,sports,table_and_chart,bar,cross_series_diff,medium,numeric,2021 yılında spor tesisi kullanım sayısı ile lisanslı sporcu sayısı arasındaki fark kaçtır?,2021 yılında spor tesisi kullanım sayısı ile lisanslı sporcu sayısı arasındaki fark 40.414 kullanım olarak hesaplanır (spor tesisi kullanım sayısı daha yüksektir).,40414.0,kullanım,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000301,sports,table_only,bar,average,hard,numeric,Tüm yıllar boyunca lisanslı sporcu sayısı ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca lisanslı sporcu sayısı ortalaması yaklaşık 13.602 sporcu olarak hesaplanır.,13602.0,sporcu,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000302,sports,chart_only,bar,nth_highest,hard,numeric_with_label,lisanslı sporcu sayısı açısından en yüksek 3. değer kaçtır?,lisanslı sporcu sayısı açısından en yüksek 3. değer 13.864 sporcu olup 2020 yılında görülmüştür.,13864.0,sporcu,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000303,sports,table_and_chart,bar,trend_summary,medium,text,"Verilen veriye göre lisanslı sporcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","lisanslı sporcu sayısı genel olarak artış eğilimi göstermektedir. 2018 yılında 12.085 sporcu olan değer, 2022 yılında 15.041 sporcu olmuştur.",,sporcu,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000304,sports,table_only,bar,unanswerable,hard,abstention,2019 yılında müsabaka sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü müsabaka sayısı verilen tabloda/grafikte bulunmamaktadır.,,kullanım,test,charts/synthetic_v02/chart_038_bar.png
trdab_v02_000305,municipality,chart_only,line,value_lookup,easy,numeric,2020 yılında çözülen başvuru sayısı kaçtır?,2020 yılında çözülen başvuru sayısı 73.071 başvuru olarak verilmiştir.,73071.0,başvuru,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000306,municipality,table_and_chart,line,comparison,medium,numeric,"2019 yılındaki belediye hizmet başvurusu, 2017 yılına göre kaç başvuru farklıdır?","2019 yılındaki belediye hizmet başvurusu, 2017 yılına göre 6.788 başvuru azdır.",6788.0,başvuru,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000307,municipality,table_only,line,percentage_change,medium,numeric,"2017 ile 2019 arasında çözülen başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",2017 ile 2019 arasında çözülen başvuru sayısı yaklaşık %15 artmıştır.,15.0,percent,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000308,municipality,chart_only,line,cross_series_diff,medium,numeric,2022 yılında belediye hizmet başvurusu ile çözülen başvuru sayısı arasındaki fark kaçtır?,2022 yılında belediye hizmet başvurusu ile çözülen başvuru sayısı arasındaki fark 5.866 başvuru olarak hesaplanır (çözülen başvuru sayısı daha yüksektir).,5866.0,başvuru,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000309,municipality,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca çözülen başvuru sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca çözülen başvuru sayısı ortalaması yaklaşık 71.270,5 başvuru olarak hesaplanır.",71270.5,başvuru,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000310,municipality,table_only,line,nth_highest,hard,numeric_with_label,belediye hizmet başvurusu açısından en yüksek 2. değer kaçtır?,belediye hizmet başvurusu açısından en yüksek 2. değer 93.865 başvuru olup 2018 yılında görülmüştür.,93865.0,başvuru,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000311,municipality,chart_only,line,trend_summary,medium,text,"Verilen veriye göre çözülen başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","çözülen başvuru sayısı genel olarak artış eğilimi göstermektedir. 2017 yılında 60.755 başvuru olan değer, 2022 yılında 80.838 başvuru olmuştur.",,başvuru,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000312,municipality,table_and_chart,line,unanswerable,hard,abstention,2022 yılında personel sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü personel sayısı verilen tabloda/grafikte bulunmamaktadır.,,başvuru,test,charts/synthetic_v02/chart_039_line.png
trdab_v02_000313,agriculture,table_only,line,value_lookup,easy,numeric,2020 yılında ekili alan kaçtır?,2020 yılında ekili alan 43.905 hektar olarak verilmiştir.,43905.0,hektar,test,charts/synthetic_v02/chart_040_line.png
trdab_v02_000314,agriculture,chart_only,line,comparison,medium,numeric,"2019 yılındaki üretim miktarı, 2022 yılına göre kaç ton farklıdır?","2019 yılındaki üretim miktarı, 2022 yılına göre 13.633 ton azdır.",13633.0,ton,test,charts/synthetic_v02/chart_040_line.png
trdab_v02_000315,agriculture,table_and_chart,line,percentage_change,medium,numeric,"2019 ile 2020 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında üretim miktarı yaklaşık %4,4 artmıştır.",4.4,percent,test,charts/synthetic_v02/chart_040_line.png
trdab_v02_000316,agriculture,table_only,line,cross_series_diff,medium,numeric,2022 yılında üretim miktarı ile ekili alan arasındaki fark kaçtır?,2022 yılında üretim miktarı ile ekili alan arasındaki fark 117.593 ton olarak hesaplanır (üretim miktarı daha yüksektir).,117593.0,ton,test,charts/synthetic_v02/chart_040_line.png
trdab_v02_000317,agriculture,chart_only,line,average,hard,numeric,Tüm yıllar boyunca ekili alan ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca ekili alan ortalaması yaklaşık 43.370 hektar olarak hesaplanır.,43370.0,hektar,test,charts/synthetic_v02/chart_040_line.png
trdab_v02_000318,agriculture,table_and_chart,line,nth_highest,hard,numeric_with_label,ekili alan açısından en yüksek 3. değer kaçtır?,ekili alan açısından en yüksek 3. değer 43.905 hektar olup 2020 yılında görülmüştür.,43905.0,hektar,test,charts/synthetic_v02/chart_040_line.png
trdab_v02_000319,agriculture,table_only,line,trend_summary,medium,text,"Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",üretim miktarı dalgalı bir eğilim göstermektedir; yıllar arasında hem artış hem azalış görülmektedir.,,ton,test,charts/synthetic_v02/chart_040_line.png
trdab_v02_000320,agriculture,chart_only,line,unanswerable,hard,abstention,2018 yılında su tüketimi kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü su tüketimi verilen tabloda/grafikte bulunmamaktadır.,,ton,test,charts/synthetic_v02/chart_040_line.png
