id,dataset_version,domain,input_format,chart_type,question_type,difficulty,question,answer,numeric_answer,unit,split,chart_path
trdab_v01_000254,synthetic_v01,transportation,chart_only,line,percentage_change,medium,"2019 ile 2022 arasında yolcu sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2022 arasında yolcu sayısı yaklaşık %18,9 azalmıştır.",-18.9,percent,validation,charts/synthetic_v01/chart_051_line.png
trdab_v01_000255,synthetic_v01,transportation,table_and_chart,line,trend_summary,medium,"Verilen veriye göre yolcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak yolcu sayısı için azalış eğilimi göstermektedir. 2019 yılında 1.780.783 kişi olan değer, 2023 yılında 1.327.499 kişi seviyesine düşmüştür.",,kişi,validation,charts/synthetic_v01/chart_051_line.png
trdab_v01_000256,synthetic_v01,economy,table_only,line,value_lookup,easy,2023 yılında ihracat değeri kaçtır?,2023 yılında ihracat değeri 180 milyon dolar olarak verilmiştir.,180.0,milyon dolar,validation,charts/synthetic_v01/chart_052_line.png
trdab_v01_000257,synthetic_v01,economy,chart_only,line,max_min,easy,Verilen verideki en yüksek ihracat değeri kaçtır?,En yüksek ihracat değeri 194 milyon dolar olarak verilmiştir. Bu değer 2018 yılında görülmüştür.,194.0,milyon dolar,validation,charts/synthetic_v01/chart_052_line.png
trdab_v01_000258,synthetic_v01,economy,table_and_chart,line,comparison,medium,"2020 yılındaki ihracat değeri, 2021 yılına göre kaç milyon dolar farklıdır?","2020 yılındaki ihracat değeri, 2021 yılına göre 55 milyon dolar fazladır.",55.0,milyon dolar,validation,charts/synthetic_v01/chart_052_line.png
trdab_v01_000259,synthetic_v01,economy,table_only,line,percentage_change,medium,"2020 ile 2022 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2022 arasında ihracat değeri yaklaşık %4,9 artmıştır.",4.9,percent,validation,charts/synthetic_v01/chart_052_line.png
trdab_v01_000260,synthetic_v01,economy,chart_only,line,trend_summary,medium,"Verilen veriye göre ihracat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ihracat değeri için azalış eğilimi göstermektedir. 2018 yılında 194 milyon dolar olan değer, 2023 yılında 180 milyon dolar seviyesine düşmüştür.",,milyon dolar,validation,charts/synthetic_v01/chart_052_line.png
trdab_v01_000261,synthetic_v01,education,table_and_chart,line,value_lookup,easy,2019 yılında öğrenci sayısı kaçtır?,2019 yılında öğrenci sayısı 31.483 öğrenci olarak verilmiştir.,31483.0,öğrenci,validation,charts/synthetic_v01/chart_053_line.png
trdab_v01_000262,synthetic_v01,education,table_only,line,max_min,easy,Verilen verideki en düşük öğrenci sayısı kaçtır?,En düşük öğrenci sayısı 25.929 öğrenci olarak verilmiştir. Bu değer 2024 yılında görülmüştür.,25929.0,öğrenci,validation,charts/synthetic_v01/chart_053_line.png
trdab_v01_000263,synthetic_v01,education,chart_only,line,comparison,medium,"2021 yılındaki öğrenci sayısı, 2022 yılına göre kaç öğrenci farklıdır?","2021 yılındaki öğrenci sayısı, 2022 yılına göre 1.516 öğrenci fazladır.",1516.0,öğrenci,validation,charts/synthetic_v01/chart_053_line.png
trdab_v01_000264,synthetic_v01,education,table_and_chart,line,percentage_change,medium,"2021 ile 2023 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",2021 ile 2023 arasında öğrenci sayısı yaklaşık %8 azalmıştır.,-8.0,percent,validation,charts/synthetic_v01/chart_053_line.png
trdab_v01_000265,synthetic_v01,education,table_only,line,trend_summary,medium,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak öğrenci sayısı için azalış eğilimi göstermektedir. 2019 yılında 31.483 öğrenci olan değer, 2024 yılında 25.929 öğrenci seviyesine düşmüştür.",,öğrenci,validation,charts/synthetic_v01/chart_053_line.png
trdab_v01_000266,synthetic_v01,tourism,chart_only,bar,value_lookup,easy,2023 yılında ziyaretçi sayısı kaçtır?,2023 yılında ziyaretçi sayısı 608.906 kişi olarak verilmiştir.,608906.0,kişi,validation,charts/synthetic_v01/chart_054_bar.png
trdab_v01_000267,synthetic_v01,tourism,table_and_chart,bar,max_min,easy,Verilen verideki en düşük ziyaretçi sayısı kaçtır?,En düşük ziyaretçi sayısı 484.082 kişi olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,484082.0,kişi,validation,charts/synthetic_v01/chart_054_bar.png
trdab_v01_000268,synthetic_v01,tourism,table_only,bar,comparison,medium,"2019 yılındaki ziyaretçi sayısı, 2021 yılına göre kaç kişi farklıdır?","2019 yılındaki ziyaretçi sayısı, 2021 yılına göre 58.669 kişi azdır.",58669.0,kişi,validation,charts/synthetic_v01/chart_054_bar.png
trdab_v01_000269,synthetic_v01,tourism,chart_only,bar,percentage_change,medium,"2018 ile 2021 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2021 arasında ziyaretçi sayısı yaklaşık %25,1 azalmıştır.",-25.1,percent,validation,charts/synthetic_v01/chart_054_bar.png
trdab_v01_000270,synthetic_v01,tourism,table_and_chart,bar,trend_summary,medium,"Verilen veriye göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ziyaretçi sayısı için azalış eğilimi göstermektedir. 2018 yılında 724.589 kişi olan değer, 2023 yılında 608.906 kişi seviyesine düşmüştür.",,kişi,validation,charts/synthetic_v01/chart_054_bar.png
trdab_v01_000271,synthetic_v01,energy,table_only,line,value_lookup,easy,2021 yılında elektrik tüketimi kaçtır?,2021 yılında elektrik tüketimi 103.871 MWh olarak verilmiştir.,103871.0,MWh,test,charts/synthetic_v01/chart_055_line.png
trdab_v01_000272,synthetic_v01,energy,chart_only,line,max_min,easy,Verilen verideki en yüksek elektrik tüketimi kaçtır?,En yüksek elektrik tüketimi 113.959 MWh olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,113959.0,MWh,test,charts/synthetic_v01/chart_055_line.png
trdab_v01_000273,synthetic_v01,energy,table_and_chart,line,comparison,medium,"2021 yılındaki elektrik tüketimi, 2018 yılına göre kaç MWh farklıdır?","2021 yılındaki elektrik tüketimi, 2018 yılına göre 13.568 MWh fazladır.",13568.0,MWh,test,charts/synthetic_v01/chart_055_line.png
trdab_v01_000274,synthetic_v01,energy,table_only,line,percentage_change,medium,"2020 ile 2023 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2023 arasında elektrik tüketimi yaklaşık %14,4 artmıştır.",14.4,percent,test,charts/synthetic_v01/chart_055_line.png
trdab_v01_000275,synthetic_v01,energy,chart_only,line,trend_summary,medium,"Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak elektrik tüketimi için artış eğilimi göstermektedir. 2018 yılında 90.303 MWh olan değer, 2023 yılında 113.959 MWh seviyesine yükselmiştir.",,MWh,test,charts/synthetic_v01/chart_055_line.png
trdab_v01_000276,synthetic_v01,health,table_and_chart,line,value_lookup,easy,2025 yılında hastane başvuru sayısı kaçtır?,2025 yılında hastane başvuru sayısı 309.705 başvuru olarak verilmiştir.,309705.0,başvuru,test,charts/synthetic_v01/chart_056_line.png
trdab_v01_000277,synthetic_v01,health,table_only,line,max_min,easy,Verilen verideki en düşük hastane başvuru sayısı kaçtır?,En düşük hastane başvuru sayısı 284.528 başvuru olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,284528.0,başvuru,test,charts/synthetic_v01/chart_056_line.png
trdab_v01_000278,synthetic_v01,health,chart_only,line,comparison,medium,"2025 yılındaki hastane başvuru sayısı, 2020 yılına göre kaç başvuru farklıdır?","2025 yılındaki hastane başvuru sayısı, 2020 yılına göre 16.476 başvuru azdır.",16476.0,başvuru,test,charts/synthetic_v01/chart_056_line.png
trdab_v01_000279,synthetic_v01,health,table_and_chart,line,percentage_change,medium,"2020 ile 2022 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2022 arasında hastane başvuru sayısı yaklaşık %5,9 azalmıştır.",-5.9,percent,test,charts/synthetic_v01/chart_056_line.png
trdab_v01_000280,synthetic_v01,health,table_only,line,trend_summary,medium,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak hastane başvuru sayısı için azalış eğilimi göstermektedir. 2020 yılında 326.181 başvuru olan değer, 2025 yılında 309.705 başvuru seviyesine düşmüştür.",,başvuru,test,charts/synthetic_v01/chart_056_line.png
trdab_v01_000281,synthetic_v01,environment,chart_only,line,value_lookup,easy,2020 yılında geri dönüştürülen atık miktarı kaçtır?,2020 yılında geri dönüştürülen atık miktarı 10.874 ton olarak verilmiştir.,10874.0,ton,test,charts/synthetic_v01/chart_057_line.png
trdab_v01_000282,synthetic_v01,environment,table_and_chart,line,max_min,easy,Verilen verideki en yüksek geri dönüştürülen atık miktarı kaçtır?,En yüksek geri dönüştürülen atık miktarı 11.620 ton olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,11620.0,ton,test,charts/synthetic_v01/chart_057_line.png
trdab_v01_000283,synthetic_v01,environment,table_only,line,comparison,medium,"2023 yılındaki geri dönüştürülen atık miktarı, 2019 yılına göre kaç ton farklıdır?","2023 yılındaki geri dönüştürülen atık miktarı, 2019 yılına göre 2.410 ton azdır.",2410.0,ton,test,charts/synthetic_v01/chart_057_line.png
trdab_v01_000284,synthetic_v01,environment,chart_only,line,percentage_change,medium,"2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık %6,7 azalmıştır.",-6.7,percent,test,charts/synthetic_v01/chart_057_line.png
trdab_v01_000285,synthetic_v01,environment,table_and_chart,line,trend_summary,medium,"Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak geri dönüştürülen atık miktarı için azalış eğilimi göstermektedir. 2019 yılında 11.620 ton olan değer, 2024 yılında 8.689 ton seviyesine düşmüştür.",,ton,test,charts/synthetic_v01/chart_057_line.png
trdab_v01_000286,synthetic_v01,sports,table_only,bar,value_lookup,easy,2020 yılında spor tesisi kullanım sayısı kaçtır?,2020 yılında spor tesisi kullanım sayısı 60.520 kullanım olarak verilmiştir.,60520.0,kullanım,test,charts/synthetic_v01/chart_058_bar.png
trdab_v01_000287,synthetic_v01,sports,chart_only,bar,max_min,easy,Verilen verideki en düşük spor tesisi kullanım sayısı kaçtır?,En düşük spor tesisi kullanım sayısı 49.016 kullanım olarak verilmiştir. Bu değer 2024 yılında görülmüştür.,49016.0,kullanım,test,charts/synthetic_v01/chart_058_bar.png
trdab_v01_000288,synthetic_v01,sports,table_and_chart,bar,comparison,medium,"2021 yılındaki spor tesisi kullanım sayısı, 2022 yılına göre kaç kullanım farklıdır?","2021 yılındaki spor tesisi kullanım sayısı, 2022 yılına göre 2.263 kullanım fazladır.",2263.0,kullanım,test,charts/synthetic_v01/chart_058_bar.png
trdab_v01_000289,synthetic_v01,sports,table_only,bar,percentage_change,medium,"2020 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık %15,1 azalmıştır.",-15.1,percent,test,charts/synthetic_v01/chart_058_bar.png
trdab_v01_000290,synthetic_v01,sports,chart_only,bar,trend_summary,medium,"Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak spor tesisi kullanım sayısı için azalış eğilimi göstermektedir. 2020 yılında 60.520 kullanım olan değer, 2024 yılında 49.016 kullanım seviyesine düşmüştür.",,kullanım,test,charts/synthetic_v01/chart_058_bar.png
trdab_v01_000291,synthetic_v01,municipality,table_and_chart,line,value_lookup,easy,2023 yılında belediye hizmet başvurusu kaçtır?,2023 yılında belediye hizmet başvurusu 75.637 başvuru olarak verilmiştir.,75637.0,başvuru,test,charts/synthetic_v01/chart_059_line.png
trdab_v01_000292,synthetic_v01,municipality,table_only,line,max_min,easy,Verilen verideki en yüksek belediye hizmet başvurusu kaçtır?,En yüksek belediye hizmet başvurusu 75.637 başvuru olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,75637.0,başvuru,test,charts/synthetic_v01/chart_059_line.png
trdab_v01_000293,synthetic_v01,municipality,chart_only,line,comparison,medium,"2022 yılındaki belediye hizmet başvurusu, 2023 yılına göre kaç başvuru farklıdır?","2022 yılındaki belediye hizmet başvurusu, 2023 yılına göre 14.235 başvuru azdır.",14235.0,başvuru,test,charts/synthetic_v01/chart_059_line.png
trdab_v01_000294,synthetic_v01,municipality,table_and_chart,line,percentage_change,medium,"2020 ile 2021 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2021 arasında belediye hizmet başvurusu yaklaşık %7,4 artmıştır.",7.4,percent,test,charts/synthetic_v01/chart_059_line.png
trdab_v01_000295,synthetic_v01,municipality,table_only,line,trend_summary,medium,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak belediye hizmet başvurusu için azalış eğilimi göstermektedir. 2019 yılında 74.234 başvuru olan değer, 2024 yılında 61.625 başvuru seviyesine düşmüştür.",,başvuru,test,charts/synthetic_v01/chart_059_line.png
trdab_v01_000296,synthetic_v01,agriculture,chart_only,line,value_lookup,easy,2025 yılında üretim miktarı kaçtır?,2025 yılında üretim miktarı 195.067 ton olarak verilmiştir.,195067.0,ton,test,charts/synthetic_v01/chart_060_line.png
trdab_v01_000297,synthetic_v01,agriculture,table_and_chart,line,max_min,easy,Verilen verideki en yüksek üretim miktarı kaçtır?,En yüksek üretim miktarı 195.067 ton olarak verilmiştir. Bu değer 2025 yılında görülmüştür.,195067.0,ton,test,charts/synthetic_v01/chart_060_line.png
trdab_v01_000298,synthetic_v01,agriculture,table_only,line,comparison,medium,"2020 yılındaki üretim miktarı, 2025 yılına göre kaç ton farklıdır?","2020 yılındaki üretim miktarı, 2025 yılına göre 42.685 ton azdır.",42685.0,ton,test,charts/synthetic_v01/chart_060_line.png
trdab_v01_000299,synthetic_v01,agriculture,chart_only,line,percentage_change,medium,"2022 ile 2023 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2023 arasında üretim miktarı yaklaşık %3,2 artmıştır.",3.2,percent,test,charts/synthetic_v01/chart_060_line.png
trdab_v01_000300,synthetic_v01,agriculture,table_and_chart,line,trend_summary,medium,"Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak üretim miktarı için artış eğilimi göstermektedir. 2020 yılında 152.382 ton olan değer, 2025 yılında 195.067 ton seviyesine yükselmiştir.",,ton,test,charts/synthetic_v01/chart_060_line.png
